"CarFuleID","CarID","CarName","FuleDT","StartKM","CloseKM","FuleType","FuleAmt","FuleQty"
"361","2","2 - SWIFT DZIRE","February2022","224801","225000","CNG","6500","103"
"362","7","7 - AURA","February2022","6728","7228","CNG","6500","103"
"363","3","3 - WAGON-R","February2022","165027","165557","CNG","5500","103"
"364","8","8 - NEW DZIRE","March2022","668","1668","CNG","7000","104"
"365","7","7 - AURA","March2022","7867","8867","CNG","6700","104"
"366","3","3 - WAGON-R","March2022","165558","166558","CNG","6200","104"
"367","8","8 - NEW DZIRE","April2022","1669","3252","CNG","7200","105"
"368","7","7 - AURA","April2022","8868","9671","CNG","6800","105"
"369","3","3 - WAGON-R","April2022","166559","166796","CNG","5500","105"
"370","8","8 - NEW DZIRE","May2022","3253","4642","CNG","7500","106"
"371","7","7 - AURA","May2022","9672","11065","CNG","7200","106"
"372","3","3 - WAGON-R","May2022","166797","166800","CNG","1500","106"
"373","7","7 - AURA","June2022","11066","12268","CNG","7500","107"
"374","8","8 - NEW DZIRE","June2022","4643","6594","CNG","8000","107"
"375","9","9 - NEW WAGON-R","June2022","363","899","CNG","4000","107"
"376","7","7 - AURA","July2022","12269","13174","CNG","7500","108"
"377","8","8 - NEW DZIRE","July2022","6595","8873","CNG","8000","108"
"378","9","9 - NEW WAGON-R","July2022","900","1745","CNG","7000","108"
"379","7","7 - AURA","August2022","12270","14315","CNG","6512","109"
"380","8","8 - NEW DZIRE","August2022","6596","10520","CNG","7385","109"
"381","9","9 - NEW WAGON-R","August2022","1746","3032","CNG","7095","109"
"382","7","7 - AURA","September2022","14316","15311","CNG","6122","110"
"383","8","8 - NEW DZIRE","September2022","10521","11660","CNG","5771","110"
"384","9","9 - NEW WAGON-R","September2022","3033","3846","CNG","4610","110"
"385","7","7 - AURA","October2022","15312","16265","CNG","5193","111"
"386","8","8 - NEW DZIRE","October2022","11661","13184","CNG","4989","111"
"387","9","9 - NEW WAGON-R","October2022","3847","4606","CNG","4160","111"
"388","7","7 - AURA","November2022","16266","17063","CNG","5327","112"
"389","8","8 - NEW DZIRE","November2022","13185","14430","CNG","5633","112"
"390","9","9 - NEW WAGON-R","November2022","4607","5562","CNG","6754","112"
"391","7","7 - AURA","December2022","17064","18059","CNG","5662","113"
"392","8","8 - NEW DZIRE","December2022","14431","16167","CNG","5843","113"
"393","9","9 - NEW WAGON-R","December2022","5563","6614","CNG","5079","113"
"394","7","7 - AURA","January2023","18060","19620","CNG","7966","114"
"395","8","8 - NEW DZIRE","January2023","16168","18007","CNG","7699","114"
"396","9","9 - NEW WAGON-R","January2023","6615","7747","CNG","5050","114"
"397","7","7 - AURA","February2023","19621","20689","CNG","7236","115"
"398","8","8 - NEW DZIRE","February2023","18008","18393","CNG","2031","115"
"399","9","9 - NEW WAGON-R","February2023","7748","8371","CNG","3777","115"
"400","7","7 - AURA","March2023","20690","21248","CNG","3618","116"
"401","8","8 - NEW DZIRE","March2023","18394","19009","CNG","5722","116"
"402","9","9 - NEW WAGON-R","March2023","8372","9641","CNG","6708","116"
"403","7","7 - AURA","April2023","21249","21485","CNG","500","117"
"404","8","8 - NEW DZIRE","April2023","19010","22615","CNG","7914","117"
"405","9","9 - NEW WAGON-R","April2023","9642","11124","CNG","8138","117"
"406","7","7 - AURA","May2023","21486","22568","CNG","8156","118"
"407","8","8 - NEW DZIRE","May2023","22616","23566","CNG","4548","118"
"408","9","9 - NEW WAGON-R","May2023","11125","12109","CNG","9145","119"
"409","7","7 - AURA","June2023","22569","24159","CNG","7256","119"
"410","8","8 - NEW DZIRE","June2023","23567","25000","CNG","5595","119"
"411","9","9 - NEW WAGON-R","June2023","12110","13615","CNG","8637","119"
"412","7","7 - AURA","July2023","24160","25243","CNG","5174","120"
"413","8","8 - NEW DZIRE","July2023","25001","26849","CNG","6041","120"
"414","9","9 - NEW WAGON-R","July2023","13616","14825","CNG","4265","120"
"415","7","7 - AURA","August2023","25244","26216","CNG","5243","121"
"416","8","8 - NEW DZIRE","August2023","26850","27951","CNG","3622","121"
"417","9","9 - NEW WAGON-R","August2023","14826","15637","CNG","5581","121"
"418","7","7 - AURA","September2023","26217","27217","CNG","7859","122"
"419","8","8 - NEW DZIRE","September2023","27952","28752","CNG","8068","122"
"420","9","9 - NEW WAGON-R","September2023","15638","16138","CNG","7490","122"
"421","7","7 - AURA","October2023","27218","27653","CNG","3500","123"
"422","8","8 - NEW DZIRE","October2023","28753","29809","CNG","4500","123"
"423","9","9 - NEW WAGON-R","October2023","16138","16593","CNG","4000","123"
"424","7","7 - AURA","November2023","27653","28260","CNG","3932","124"
"425","8","8 - NEW DZIRE","November2023","29809","30824","CNG","2750","124"
"426","9","9 - NEW WAGON-R","November2023","16593","17005","CNG","4734","124"
"427","8","8 - NEW DZIRE","December2023","30825","32071","CNG","4203","125"
"428","7","7 - AURA","December2023","28261","28892","CNG","3343","125"
"429","9","9 - NEW WAGON-R","December2023","17006","17692","CNG","1848","125"
"430","7","7 - AURA","January2024","28893","29718","CNG","5486","126"
"431","8","8 - NEW DZIRE","January2024","32072","33487","CNG","4894","126"
"432","9","9 - NEW WAGON-R","January2024","17693","18443","CNG","4888","126"
"433","7","7 - AURA","February2024","29719","31497","CNG","6603","127"
"434","8","8 - NEW DZIRE","February2024","33488","35360","CNG","4819","127"
"435","9","9 - NEW WAGON-R","February2024","18444","19015","CNG","2339","127"
"436","7","7 - AURA","March2024","31498","32134","CNG","3981","128"
"437","8","8 - NEW DZIRE","March2024","35361","36778","CNG","5458","128"
"438","9","9 - NEW WAGON-R","March2024","19016","19895","CNG","4816","128"
"439","7","7 - AURA","April2024","32135","33415","CNG","8827","129"
"440","8","8 - NEW DZIRE","April2024","36779","38015","CNG","5822","129"
"441","9","9 - NEW WAGON-R","April2024","19896","20699","CNG","5575","129"
"442","7","7 - AURA","May2024","33416","35077","CNG","6581","130"
"443","8","8 - NEW DZIRE","May2024","38016","39911","CNG","6220","130"
"444","9","9 - NEW WAGON-R","May2024","20700","21963","CNG","3947","130"
"445","7","7 - AURA","June2024","35078","37082","CNG","8862","131"
"446","8","8 - NEW DZIRE","June2024","39912","41967","CNG","6782","131"
"447","9","9 - NEW WAGON-R","June2024","21964","23575","CNG","4342","131"
"448","7","7 - AURA","July2024","37083","38760","CNG","8232","132"
"449","8","8 - NEW DZIRE","July2024","41968","43987","CNG","5159","132"
"450","9","9 - NEW WAGON-R","July2024","23575","24618","CNG","1770","132"
"451","7","7 - AURA","August2024","38761","40307","CNG","4843","133"
"452","8","8 - NEW DZIRE","August2024","43988","45548","CNG","4596","133"
"453","9","9 - NEW WAGON-R","August2024","24619","25301","CNG","1658","133"
"454","7","7 - AURA","September2024","40308","41156","CNG","3696","134"
"455","8","8 - NEW DZIRE","September2024","45549","46204","CNG","3518","134"
"456","9","9 - NEW WAGON-R","September2024","25302","25367","CNG","588","134"
"457","7","7 - AURA","October2024","41157","41783","CNG","2802","135"
"458","8","8 - NEW DZIRE","October2024","46205","47072","CNG","3194","135"
"459","9","9 - NEW WAGON-R","October2024","25366","25403","CNG","500","135"
"460","7","7 - AURA","November2024","41784","43586","CNG","5747","136"
"461","8","8 - NEW DZIRE","November2024","47073","49119","CNG","3646","136"
"462","9","9 - NEW WAGON-R","November2024","25404","25878","CNG","572","136"
"463","7","7 - AURA","December2024","43587","44251","CNG","2638","137"
"464","8","8 - NEW DZIRE","December2024","49120","50325","CNG","5991","137"
"465","9","9 - NEW WAGON-R","December2024","25879","27083","CNG","4087","137"
"466","7","7 - AURA","January2025","44251","44252","CNG","2638","138"
"467","8","8 - NEW DZIRE","January2025","50325","50326","CNG","5991","138"
"468","9","9 - NEW WAGON-R","January2025","27803","27804","CNG","4087","138"
"469","7","7 - AURA","February2025","44253","45133","CNG","2785","138"
"470","8","8 - NEW DZIRE","February2025","50327","50817","CNG","1166","139"
"471","9","9 - NEW WAGON-R","February2025","27805","28572","CNG","2006","139"
"472","7","7 - AURA","March2025","45134","46380","CNG","2500","140"
"473","8","8 - NEW DZIRE","March2025","50818","51988","CNG","2675","140"
"474","9","9 - NEW WAGON-R","March2025","28572","29741","CNG","2599","140"
"475","7","7 - AURA","April2025","46381","47326","CNG","2678","141"
"476","8","8 - NEW DZIRE","April2025","51989","53322","CNG","3200","141"
"477","9","9 - NEW WAGON-R","April2025","29742","30546","CNG","2673","141"
"478","7","7 - AURA","May2025","47327","49349","CNG","2649","142"
"479","8","8 - NEW DZIRE","May2025","53323","55427","CNG","7634","142"
"480","9","9 - NEW WAGON-R","May2025","30547","32028","CNG","5193","142"
"481","7","7 - AURA","June2025","49350","50516","CNG","6362","143"
"482","8","8 - NEW DZIRE","June2025","55428","56617","CNG","9300","143"
"483","9","9 - NEW WAGON-R","June2025","32029","32493","CNG","1297","143"
"484","7","7 - AURA","July2025","50517",NULL,"CNG","0","144"
"485","8","8 - NEW DZIRE","July2025","56618",NULL,"CNG","0","144"
"486","9","9 - NEW WAGON-R","July2025","32494",NULL,"CNG","0","144"
